indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
10175,71474702,Salary,,nan,Missing Value,Changed to nan
10205,71435949,Salary,,nan,Missing Value,Changed to nan
10233,67327917,Salary,,nan,Missing Value,Changed to nan
10251,70692738,Salary,,nan,Missing Value,Changed to nan
10301,66559839,Salary,,nan,Missing Value,Changed to nan
10308,65812239,Salary,,nan,Missing Value,Changed to nan
10347,69078447,Salary,,nan,Missing Value,Changed to nan
10359,70607729,Salary,,nan,Missing Value,Changed to nan
10366,71555107,Salary,,nan,Missing Value,Changed to nan
10426,70577284,Salary,,nan,Missing Value,Changed to nan
10451,69018497,Salary,,nan,Missing Value,Changed to nan
10456,69776795,Salary,,nan,Missing Value,Changed to nan
10468,71125896,Salary,,nan,Missing Value,Changed to nan
10529,69080612,Salary,,nan,Missing Value,Changed to nan
10563,72115314,Salary,,nan,Missing Value,Changed to nan
10565,49927549,Salary,,nan,Missing Value,Changed to nan
10631,69000494,Salary,,nan,Missing Value,Changed to nan
10642,69931835,Salary,,nan,Missing Value,Changed to nan
10670,72406786,Salary,,nan,Missing Value,Changed to nan
10702,71367759,Salary,,nan,Missing Value,Changed to nan
10709,70761594,Salary,,nan,Missing Value,Changed to nan
10723,71818347,Salary,,nan,Missing Value,Changed to nan
10739,70761443,Salary,,nan,Missing Value,Changed to nan
10761,70438654,Salary,,nan,Missing Value,Changed to nan
10770,69010855,Salary,,nan,Missing Value,Changed to nan
10771,69932204,Salary,,nan,Missing Value,Changed to nan
10785,69541277,Salary,,nan,Missing Value,Changed to nan
10814,69930924,Salary,,nan,Missing Value,Changed to nan
10888,70767957,Salary,,nan,Missing Value,Changed to nan
10906,69011276,Salary,,nan,Missing Value,Changed to nan
10956,72117707,Salary,,nan,Missing Value,Changed to nan
10962,66600208,Salary,,nan,Missing Value,Changed to nan
10966,68996084,Salary,,nan,Missing Value,Changed to nan
10978,66673634,Salary,,nan,Missing Value,Changed to nan
10987,67898078,Salary,,nan,Missing Value,Changed to nan
10998,69558820,Salary,,nan,Missing Value,Changed to nan
11036,72546132,Salary,,nan,Missing Value,Changed to nan
11048,69081779,Salary,,nan,Missing Value,Changed to nan
11069,69005143,Salary,,nan,Missing Value,Changed to nan
11097,69080932,Salary,,nan,Missing Value,Changed to nan
11110,71817607,Salary,,nan,Missing Value,Changed to nan
11182,70607669,Salary,,nan,Missing Value,Changed to nan
11190,69081801,Salary,,nan,Missing Value,Changed to nan
11191,69022375,Salary,,nan,Missing Value,Changed to nan
11217,69083016,Salary,,nan,Missing Value,Changed to nan
11283,68994311,Salary,,nan,Missing Value,Changed to nan
11300,70762437,Salary,,nan,Missing Value,Changed to nan
11330,71557222,Salary,,nan,Missing Value,Changed to nan
11332,69011073,Salary,,nan,Missing Value,Changed to nan
11338,69007961,Salary,,nan,Missing Value,Changed to nan
11376,67299693,Salary,,nan,Missing Value,Changed to nan
11390,69004400,Salary,,nan,Missing Value,Changed to nan
11409,70438837,Salary,,nan,Missing Value,Changed to nan
11460,70166713,Salary,,nan,Missing Value,Changed to nan
11463,66921970,Salary,,nan,Missing Value,Changed to nan
11481,70762268,Salary,,nan,Missing Value,Changed to nan
11502,69008321,Salary,,nan,Missing Value,Changed to nan
11503,58245284,Salary,,nan,Missing Value,Changed to nan
11509,66926066,Salary,,nan,Missing Value,Changed to nan
11522,69006472,Salary,,nan,Missing Value,Changed to nan
11525,70165491,Salary,,nan,Missing Value,Changed to nan
11531,69004526,Salary,,nan,Missing Value,Changed to nan
11533,67642900,Salary,,nan,Missing Value,Changed to nan
11567,71821115,Salary,,nan,Missing Value,Changed to nan
11578,69539809,Salary,,nan,Missing Value,Changed to nan
11582,69080754,Salary,,nan,Missing Value,Changed to nan
11610,70758114,Salary,,nan,Missing Value,Changed to nan
11628,69023396,Salary,,nan,Missing Value,Changed to nan
11637,71123331,Salary,,nan,Missing Value,Changed to nan
11644,69082700,Salary,,nan,Missing Value,Changed to nan
11695,70761143,Salary,,nan,Missing Value,Changed to nan
11698,69020135,Salary,,nan,Missing Value,Changed to nan
11715,66923306,Salary,,nan,Missing Value,Changed to nan
11723,66926310,Salary,,nan,Missing Value,Changed to nan
11755,69004187,Salary,,nan,Missing Value,Changed to nan
11776,69933552,Salary,,nan,Missing Value,Changed to nan
11792,69079578,Salary,,nan,Missing Value,Changed to nan
11800,66923348,Salary,,nan,Missing Value,Changed to nan
11819,67652622,Salary,,nan,Missing Value,Changed to nan
11864,72118421,Salary,,nan,Missing Value,Changed to nan
11876,71125647,Salary,,nan,Missing Value,Changed to nan
11883,69008373,Salary,,nan,Missing Value,Changed to nan
11927,71298239,Salary,,nan,Missing Value,Changed to nan
11931,69010308,Salary,,nan,Missing Value,Changed to nan
11939,72338548,Salary,,nan,Missing Value,Changed to nan
11963,69012173,Salary,,nan,Missing Value,Changed to nan
12006,69747424,Salary,,nan,Missing Value,Changed to nan
12021,70767936,Salary,,nan,Missing Value,Changed to nan
12127,70767930,Salary,,nan,Missing Value,Changed to nan
12134,69079409,Salary,,nan,Missing Value,Changed to nan
12137,70770604,Salary,,nan,Missing Value,Changed to nan
12140,69011750,Salary,,nan,Missing Value,Changed to nan
12142,67903587,Salary,,nan,Missing Value,Changed to nan
12146,69002394,Salary,,nan,Missing Value,Changed to nan
12187,68995403,Salary,,nan,Missing Value,Changed to nan
12220,68181481,Salary,,nan,Missing Value,Changed to nan
12223,72547124,Salary,,nan,Missing Value,Changed to nan
12271,66921747,Salary,,nan,Missing Value,Changed to nan
12299,71125942,Salary,,nan,Missing Value,Changed to nan
12312,67895550,Salary,,nan,Missing Value,Changed to nan
12345,72539985,Salary,,nan,Missing Value,Changed to nan
12374,69001046,Salary,,nan,Missing Value,Changed to nan
12449,68356213,Salary,,nan,Missing Value,Changed to nan
12503,72405485,Salary,,nan,Missing Value,Changed to nan
12546,68997064,Salary,,nan,Missing Value,Changed to nan
12552,69082101,Salary,,nan,Missing Value,Changed to nan
12563,69006881,Salary,,nan,Missing Value,Changed to nan
12663,69006642,Salary,,nan,Missing Value,Changed to nan
12666,67896096,Salary,,nan,Missing Value,Changed to nan
12668,69022156,Salary,,nan,Missing Value,Changed to nan
12694,69019186,Salary,,nan,Missing Value,Changed to nan
12717,68217004,Salary,,nan,Missing Value,Changed to nan
12741,67762744,Salary,,nan,Missing Value,Changed to nan
12743,67904494,Salary,,nan,Missing Value,Changed to nan
12746,72546448,Salary,,nan,Missing Value,Changed to nan
12755,72117585,Salary,,nan,Missing Value,Changed to nan
12765,72547118,Salary,,nan,Missing Value,Changed to nan
12786,67298838,Salary,,nan,Missing Value,Changed to nan
12787,66886975,Salary,,nan,Missing Value,Changed to nan
12788,65880153,Salary,,nan,Missing Value,Changed to nan
12801,67639096,Salary,,nan,Missing Value,Changed to nan
12804,69022258,Salary,,nan,Missing Value,Changed to nan
12811,55362912,Salary,,nan,Missing Value,Changed to nan
12816,70578677,Salary,,nan,Missing Value,Changed to nan
12851,71556557,Salary,,nan,Missing Value,Changed to nan
12863,68999883,Salary,,nan,Missing Value,Changed to nan
12869,69082765,Salary,,nan,Missing Value,Changed to nan
12910,69006001,Salary,,nan,Missing Value,Changed to nan
12916,67903542,Salary,,nan,Missing Value,Changed to nan
12944,72338014,Salary,,nan,Missing Value,Changed to nan
12947,71556190,Salary,,nan,Missing Value,Changed to nan
12951,69777183,Salary,,nan,Missing Value,Changed to nan
12953,69017684,Salary,,nan,Missing Value,Changed to nan
12976,71125888,Salary,,nan,Missing Value,Changed to nan
12987,72339337,Salary,,nan,Missing Value,Changed to nan
13026,69022734,Salary,,nan,Missing Value,Changed to nan
13032,68180412,Salary,,nan,Missing Value,Changed to nan
13046,71819943,Salary,,nan,Missing Value,Changed to nan
13059,66925721,Salary,,nan,Missing Value,Changed to nan
13070,70438623,Salary,,nan,Missing Value,Changed to nan
13105,70167667,Salary,,nan,Missing Value,Changed to nan
13114,71750051,Salary,,nan,Missing Value,Changed to nan
13120,66925010,Salary,,nan,Missing Value,Changed to nan
13123,66887145,Salary,,nan,Missing Value,Changed to nan
13126,71749411,Salary,,nan,Missing Value,Changed to nan
13223,72540424,Salary,,nan,Missing Value,Changed to nan
13290,72541394,Salary,,nan,Missing Value,Changed to nan
13338,71123838,Salary,,nan,Missing Value,Changed to nan
13340,69777082,Salary,,nan,Missing Value,Changed to nan
13388,69019471,Salary,,nan,Missing Value,Changed to nan
13439,67639245,Salary,,nan,Missing Value,Changed to nan
13454,70767953,Salary,,nan,Missing Value,Changed to nan
13459,66923742,Salary,,nan,Missing Value,Changed to nan
13512,69932856,Salary,,nan,Missing Value,Changed to nan
13538,69541165,Salary,,nan,Missing Value,Changed to nan
13586,71557106,Salary,,nan,Missing Value,Changed to nan
13592,66923333,Salary,,nan,Missing Value,Changed to nan
13596,69541507,Salary,,nan,Missing Value,Changed to nan
13670,67019364,Salary,,nan,Missing Value,Changed to nan
13680,70758415,Salary,,nan,Missing Value,Changed to nan
13693,69539445,Salary,,nan,Missing Value,Changed to nan
13720,69930975,Salary,,nan,Missing Value,Changed to nan
13803,69966188,Salary,,nan,Missing Value,Changed to nan
13839,69001737,Salary,,nan,Missing Value,Changed to nan
13843,68355832,Salary,,nan,Missing Value,Changed to nan
13879,70760772,Salary,,nan,Missing Value,Changed to nan
13889,67369039,Salary,,nan,Missing Value,Changed to nan
13917,69004728,Salary,,nan,Missing Value,Changed to nan
13948,71369483,Salary,,nan,Missing Value,Changed to nan
13955,69537152,Salary,,nan,Missing Value,Changed to nan
13974,70761957,Salary,,nan,Missing Value,Changed to nan
13988,68356049,Salary,,nan,Missing Value,Changed to nan
13992,68995318,Salary,,nan,Missing Value,Changed to nan
14082,65692459,Salary,,nan,Missing Value,Changed to nan
14083,67895976,Salary,,nan,Missing Value,Changed to nan
14138,69777176,Salary,,nan,Missing Value,Changed to nan
14171,72338560,Salary,,nan,Missing Value,Changed to nan
14180,71295508,Salary,,nan,Missing Value,Changed to nan
14202,66886693,Salary,,nan,Missing Value,Changed to nan
14204,69559979,Salary,,nan,Missing Value,Changed to nan
14232,69083990,Salary,,nan,Missing Value,Changed to nan
14257,69082401,Salary,,nan,Missing Value,Changed to nan
14274,71125728,Salary,,nan,Missing Value,Changed to nan
14280,69541270,Salary,,nan,Missing Value,Changed to nan
14317,69022551,Salary,,nan,Missing Value,Changed to nan
14343,69023387,Salary,,nan,Missing Value,Changed to nan
14419,69933533,Salary,,nan,Missing Value,Changed to nan
14440,71559660,Salary,,nan,Missing Value,Changed to nan
14456,70758220,Salary,,nan,Missing Value,Changed to nan
14477,69019099,Salary,,nan,Missing Value,Changed to nan
14495,69017956,Salary,,nan,Missing Value,Changed to nan
14506,71369566,Salary,,nan,Missing Value,Changed to nan
14512,69007353,Salary,,nan,Missing Value,Changed to nan
14614,69083503,Salary,,nan,Missing Value,Changed to nan
14625,30502291,Salary,,nan,Missing Value,Changed to nan
14637,69966333,Salary,,nan,Missing Value,Changed to nan
14650,68218325,Salary,,nan,Missing Value,Changed to nan
14669,71750025,Salary,,nan,Missing Value,Changed to nan
14694,70761830,Salary,,nan,Missing Value,Changed to nan
14716,69004534,Salary,,nan,Missing Value,Changed to nan
14717,71369297,Salary,,nan,Missing Value,Changed to nan
14740,69747380,Salary,,nan,Missing Value,Changed to nan
14746,69748476,Salary,,nan,Missing Value,Changed to nan
14749,72117667,Salary,,nan,Missing Value,Changed to nan
14764,70768165,Salary,,nan,Missing Value,Changed to nan
14767,68217093,Salary,,nan,Missing Value,Changed to nan
14782,70760885,Salary,,nan,Missing Value,Changed to nan
14792,69019572,Salary,,nan,Missing Value,Changed to nan
14801,69540278,Salary,,nan,Missing Value,Changed to nan
14817,72547496,Salary,,nan,Missing Value,Changed to nan
14860,67639247,Salary,,nan,Missing Value,Changed to nan
14871,70759864,Salary,,nan,Missing Value,Changed to nan
14884,70758215,Salary,,nan,Missing Value,Changed to nan
14948,69018379,Salary,,nan,Missing Value,Changed to nan
14969,66179168,Salary,,nan,Missing Value,Changed to nan
15006,68181586,Salary,,nan,Missing Value,Changed to nan
15010,72117727,Salary,,nan,Missing Value,Changed to nan
15011,66925955,Salary,,nan,Missing Value,Changed to nan
15019,67639302,Salary,,nan,Missing Value,Changed to nan
15036,66921959,Salary,,nan,Missing Value,Changed to nan
15047,68995804,Salary,,nan,Missing Value,Changed to nan
15049,69537243,Salary,,nan,Missing Value,Changed to nan
15070,69537400,Salary,,nan,Missing Value,Changed to nan
15105,66924732,Salary,,nan,Missing Value,Changed to nan
15116,69560276,Salary,,nan,Missing Value,Changed to nan
15149,69080767,Salary,,nan,Missing Value,Changed to nan
15151,66923265,Salary,,nan,Missing Value,Changed to nan
15154,69018148,Salary,,nan,Missing Value,Changed to nan
15157,69746434,Salary,,nan,Missing Value,Changed to nan
15193,67904587,Salary,,nan,Missing Value,Changed to nan
15197,69008203,Salary,,nan,Missing Value,Changed to nan
15268,68218351,Salary,,nan,Missing Value,Changed to nan
15307,71818668,Salary,,nan,Missing Value,Changed to nan
15325,69931020,Salary,,nan,Missing Value,Changed to nan
15327,69002163,Salary,,nan,Missing Value,Changed to nan
15354,70215023,Salary,,nan,Missing Value,Changed to nan
15469,68994873,Salary,,nan,Missing Value,Changed to nan
15476,70770476,Salary,,nan,Missing Value,Changed to nan
15535,72117703,Salary,,nan,Missing Value,Changed to nan
15536,67302480,Salary,,nan,Missing Value,Changed to nan
15561,70757693,Salary,,nan,Missing Value,Changed to nan
15633,69966208,Salary,,nan,Missing Value,Changed to nan
15649,69537287,Salary,,nan,Missing Value,Changed to nan
15690,69080909,Salary,,nan,Missing Value,Changed to nan
15711,67895961,Salary,,nan,Missing Value,Changed to nan
15714,71296191,Salary,,nan,Missing Value,Changed to nan
15721,72339566,Salary,,nan,Missing Value,Changed to nan
15733,72546749,Salary,,nan,Missing Value,Changed to nan
15765,69011443,Salary,,nan,Missing Value,Changed to nan
15785,69006192,Salary,,nan,Missing Value,Changed to nan
15794,69018027,Salary,,nan,Missing Value,Changed to nan
15796,69008006,Salary,,nan,Missing Value,Changed to nan
15807,69079896,Salary,,nan,Missing Value,Changed to nan
15808,69007108,Salary,,nan,Missing Value,Changed to nan
15839,67763094,Salary,,nan,Missing Value,Changed to nan
15848,66887045,Salary,,nan,Missing Value,Changed to nan
15849,69933509,Salary,,nan,Missing Value,Changed to nan
15867,69012180,Salary,,nan,Missing Value,Changed to nan
15897,70764431,Salary,,nan,Missing Value,Changed to nan
15913,70770311,Salary,,nan,Missing Value,Changed to nan
15936,69775956,Salary,,nan,Missing Value,Changed to nan
15937,69966308,Salary,,nan,Missing Value,Changed to nan
15961,72116922,Salary,,nan,Missing Value,Changed to nan
16006,66887303,Salary,,nan,Missing Value,Changed to nan
16012,68181426,Salary,,nan,Missing Value,Changed to nan
16093,68995711,Salary,,nan,Missing Value,Changed to nan
16096,71821376,Salary,,nan,Missing Value,Changed to nan
16108,70759897,Salary,,nan,Missing Value,Changed to nan
16119,70768011,Salary,,nan,Missing Value,Changed to nan
16135,66925919,Salary,,nan,Missing Value,Changed to nan
16138,69965859,Salary,,nan,Missing Value,Changed to nan
16176,69084309,Salary,,nan,Missing Value,Changed to nan
16187,67308144,Salary,,nan,Missing Value,Changed to nan
16193,69083830,Salary,,nan,Missing Value,Changed to nan
16196,68179600,Salary,,nan,Missing Value,Changed to nan
16204,70770329,Salary,,nan,Missing Value,Changed to nan
16269,70758329,Salary,,nan,Missing Value,Changed to nan
16280,69541541,Salary,,nan,Missing Value,Changed to nan
16283,70608525,Salary,,nan,Missing Value,Changed to nan
16284,69011828,Salary,,nan,Missing Value,Changed to nan
16323,72405470,Salary,,nan,Missing Value,Changed to nan
16336,69006685,Salary,,nan,Missing Value,Changed to nan
16338,69747440,Salary,,nan,Missing Value,Changed to nan
16346,69082900,Salary,,nan,Missing Value,Changed to nan
16366,45183937,Salary,,nan,Missing Value,Changed to nan
16369,69540195,Salary,,nan,Missing Value,Changed to nan
16400,71295299,Salary,,nan,Missing Value,Changed to nan
16461,69538322,Salary,,nan,Missing Value,Changed to nan
16517,69966548,Salary,,nan,Missing Value,Changed to nan
16524,68218663,Salary,,nan,Missing Value,Changed to nan
16534,69930981,Salary,,nan,Missing Value,Changed to nan
16541,68996175,Salary,,nan,Missing Value,Changed to nan
16565,69747408,Salary,,nan,Missing Value,Changed to nan
16590,66926105,Salary,,nan,Missing Value,Changed to nan
16603,69005353,Salary,,nan,Missing Value,Changed to nan
16643,64078607,Salary,,nan,Missing Value,Changed to nan
16654,69006123,Salary,,nan,Missing Value,Changed to nan
16681,69022814,Salary,,nan,Missing Value,Changed to nan
16685,66886663,Salary,,nan,Missing Value,Changed to nan
16688,68995300,Salary,,nan,Missing Value,Changed to nan
16705,68995331,Salary,,nan,Missing Value,Changed to nan
16709,70763466,Salary,,nan,Missing Value,Changed to nan
16729,69966595,Salary,,nan,Missing Value,Changed to nan
16741,67904737,Salary,,nan,Missing Value,Changed to nan
16783,69538073,Salary,,nan,Missing Value,Changed to nan
16827,69746465,Salary,,nan,Missing Value,Changed to nan
16860,66924612,Salary,,nan,Missing Value,Changed to nan
16914,66922422,Salary,,nan,Missing Value,Changed to nan
16931,69541313,Salary,,nan,Missing Value,Changed to nan
16945,61260180,Salary,,nan,Missing Value,Changed to nan
17018,70758282,Salary,,nan,Missing Value,Changed to nan
17065,69022470,Salary,,nan,Missing Value,Changed to nan
17130,67897464,Salary,,nan,Missing Value,Changed to nan
17160,69007048,Salary,,nan,Missing Value,Changed to nan
17164,69017507,Salary,,nan,Missing Value,Changed to nan
17193,69776019,Salary,,nan,Missing Value,Changed to nan
17206,69022531,Salary,,nan,Missing Value,Changed to nan
